Accession	ID/Symbol	# of abstracts	abstract list
MI0000461	hsa-mir-145	459	16103053;16854228;17827156;17891175;18089790;18196926;18307259;18400113;18474618;19166875;19202062;19228723;19242066;19289845;19360360;19391107;19409607;19439999;19450510;19454029;19487295;19493678;19502786;19618089;19626115;19664984;19671871;19720868;19730444;19816508;19823682;19829088;19843336;19898489;19915607;19996288;19996289;20094072;20097187;20098684;20130213;20160723;20198183;20211165;20230625;20332243;20353999;20382729;20525177;20588276;20687965;20717966;20733155;20737575;20809117;20818426;20841497;20886220;20948521;20962326;21075312;21092188;21111732;21130407;21145831;21159816;21211035;21217773;21218087;21251577;21255804;21258769;21289483;21349819;21351259;21360565;21365617;21400514;21453382;21479367;21496429;21551242;21557394;21567082;21571357;21621006;21640157;21647377;21653642;21673106;21685392;21689072;21690566;21693658;21701675;21712382;21723890;21782796;21817153;21836381;21849299;21862684;21873545;21874264;21900452;21915288;21917858;21943005;21945499;21963845;22093444;22098779;22102413;22108519;22200372;22260700;22269208;22273643;22285547;22285623;22287315;22294691;22298119;22312311;22327366;22330136;22370644;22370881;22378186;22389628;22431718;22452920;22457808;22472569;22486352;22490015;22495929;22504665;22511979;22571696;22592534;22698405;22704449;22715469;22751122;22752669;22766504;22796494;22864280;22869051;22876303;22895360;22897626;22939244;22948942;22961325;22965997;22983750;23007507;23028672;23049906;23055106;23063121;23076445;23094093;23103162;23104321;23108408;23128394;23129581;23166305;23173553;23184647;23201159;23222716;23233482;23251245;23275202;23276710;23297865;23301032;23312222;23324496;23339192;23339529;23355420;23390502;23392170;23397547;23404256;23404342;23430952;23436935;23441135;23457217;23462458;23468503;23469001;23476055;23477513;23480797;23482664;23483985;23489501;23499891;23499894;23505541;23542579;23548270;23548312;23548968;23554630;23568258;23577178;23583047;23597480;23611811;23615404;23628392;23632450;23703249;23710609;23714355;23717629;23727030;23736534;23742626;23745809;23773985;23799849;23812417;23814265;23838916;23860376;23874105;23875242;23876001;23879998;23919393;23932921;23980205;24026105;24033605;24043548;24065611;24071015;24139908;24140723;24157791;24166492;24223694;24240684;24248543;24257626;24273601;24284362;24292881;24306957;24319262;24327455;24333576;24356567;24375455;24384875;24445140;24447928;24463816;24465408;24474452;24475180;24495683;24507813;24507892;24510775;24521778;24531649;24535036;24548410;24548601;24573110;24577510;24589415;24606746;24613927;24616567;24627193;24630966;24631504;24642628;24657914;24677349;24690171;24690978;24734509;24737449;24742567;24745613;24762580;24763824;24777293;24781864;24789502;24791633;24801908;24845504;24846918;24848371;24863004;24873879;24875473;24895527;24903381;24912849;24927876;24938624;24941171;24954107;24967583;24969373;24999188;25008143;25009625;25019299;25036385;25047098;25051317;25069957;25073626;25077964;25091571;25106061;25110710;25124875;25145279;25174729;25186262;25192889;25200485;25249558;25253741;25257143;25260533;25265569;25277192;25295610;25296715;25323858;25331590;25333257;25333261;25354783;25369735;25385173;25408705;25421010;25427155;25428378;25444913;25445287;25450545;25465469;25465803;25470111;25474488;25476854;25477374;25483817;25525669;25544346;25551563;25560490;25578496;25609710;25633044;25634023;25645686;25646678;25655189;25656032;25661374;25666710;25704091;25722112;25749421;25755772;25776476;25781916;25787302;25801897;25803872;25804644;25816323;25826780;25833690;25852169;25876136;25897700;25913620;25926306;25928322;25937243;25951106;25961039;25961389;25969144;25973017;25976472;26010149;26026080;26036261;26054847;26068913;26075044;26081811;26153983;26156802;26165705;26168819;26173501;26180376;26181633;26196183;26198965;26239477;26252302;26254350;26255969;26297956;26309510;26311052;26311719;26318860;26379838;26418476;26450370;26451018;26459459;26465293;26490990;26502848;26512974;26514209;26542291;26582602;26582710;26586766;26605780;26632856;26647829;26672043;26715279;26726449;26780934;26785980;26823772;26824186;26918470;26973415;26992033;
MI0000462	hsa-mir-152	77	19254429;19375957;20146264;20422307;20430358;20574809;20578129;20841484;21029414;21093163;21116279;21205300;21327300;21746916;21799909;21868754;21917081;21971665;22095477;22190519;22295098;22370758;22438923;22909061;22935141;23125218;23174883;23238588;23318422;23460133;23481439;23534973;23683438;23716670;23867826;23958847;24416131;24448385;24606728;24780186;24805828;24813629;24865442;24961907;24987964;24998573;25004396;25095980;25119599;25190353;25194984;25218589;25228695;25261463;25266681;25311946;25330074;25393370;25451316;25501703;25562147;25578780;25650716;25703326;25802486;25811991;25904302;25912229;26143365;26155421;26187665;26314468;26468017;26657500;26823738;26850336;26958084;
MI0000463	hsa-mir-153-1	35	19676043;20106983;21213215;21267675;21764280;22510281;22733824;23046980;23060044;23188671;23236440;23397238;23527072;23674501;23803066;23950211;24866057;25066607;25475731;25678802;25708809;25714700;25793604;25794773;25807437;25954928;26062664;26124081;26151470;26216407;26339455;26392359;26633009;26640143;27012032;
MI0000464	hsa-mir-153-2	35	19676043;20106983;21213215;21267675;21764280;22510281;22733824;23046980;23060044;23188671;23236440;23397238;23527072;23674501;23803066;23950211;24866057;25066607;25475731;25678802;25708809;25714700;25793604;25794773;25807437;25954928;26062664;26124081;26151470;26216407;26339455;26392359;26633009;26640143;27012032;
MI0000465	hsa-mir-191	64	18187662;19906709;19954774;19956872;20037478;20169152;20357817;20559549;20924108;21084273;21255804;21757972;21947487;21956418;21969817;22198386;22298638;22683624;22898264;22899284;22916154;23001054;23500661;23505378;23542418;23564792;23717609;23724042;23793604;23940654;24060074;24195505;24197449;24358224;24438238;24521422;24535468;24577456;24603541;24626163;24786747;24804980;24828336;24858343;25119596;25156495;25168367;25252218;25670033;25738263;25773391;25780590;25784653;25814674;25819812;25867965;25981392;25992613;26044724;26078486;26121269;26207374;26406942;26895305;
MI0000466	hsa-mir-9-1	246	16718610;16831872;16957365;17002790;17260156;17379214;18442408;18583325;18624795;18667155;18686603;18768788;18973228;19008124;19074725;19118166;19162004;19289835;19406203;19521961;19531230;19549897;19561591;19572217;19692421;19702828;19779253;19846291;19852036;19954362;20102618;20124485;20173740;20173743;20177053;20362531;20362537;20473869;20502442;20519629;20624818;20676037;20676129;20930934;21060828;21123372;21225631;21288303;21368052;21385897;21464588;21503876;21531766;21562850;21569708;21572107;21619633;21622722;21684288;21697652;21720722;21753754;21810092;21857646;21917081;21931274;21957233;22020966;22024754;22122052;22122801;22131135;22133638;22138609;22253472;22282464;22286762;22310293;22416132;22420006;22489576;22489664;22564723;22585398;22664743;22692818;22723919;22727464;22761433;22773185;22805145;22811003;22825752;22836445;22840390;22849325;22906743;23000453;23001183;23019418;23029111;23045246;23072640;23129528;23135476;23156677;23185366;23291181;23300583;23301642;23360174;23364919;23372815;23374323;23383271;23408319;23508624;23509296;23525285;23530058;23541638;23547834;23617747;23627607;23684102;23688983;23707942;23722670;23755536;23785148;23798388;23798494;23985560;23999427;24002436;24007463;24009496;24019037;24026105;24028971;24035011;24043603;24109243;24122417;24123340;24141785;24143176;24145479;24145823;24168967;24170200;24195825;24280505;24312010;24327016;24336080;24338464;24346283;24356455;24373626;24390963;24436148;24517413;24603298;24603903;24641415;24675081;24677349;24691488;24722317;24727092;24738139;24751385;24794206;24842906;24870723;24906430;24927441;24966929;24969351;24980887;25007957;25017439;25024357;25043849;25056847;25070049;25108103;25149473;25156495;25220237;25230224;25261660;25274328;25286350;25344913;25374357;25375090;25395097;25406064;25428263;25487826;25552204;25560232;25592151;25592968;25595896;25596753;25631714;25664065;25688510;25696812;25772595;25855800;25869366;25891118;25917063;25940709;25963903;25964959;26007293;26047014;26089393;26091714;26104682;26107195;26125451;26150338;26152689;26174629;26178670;26206264;26222688;26248136;26315535;26359086;26380808;26459601;26547929;26593208;26770365;26800240;26840256;26898797;26971935;27036038;
MI0000467	hsa-mir-9-2	248	16718610;16831872;16957365;17002790;17260156;17379214;18442408;18583325;18624795;18667155;18686603;18768788;18973228;19008124;19074725;19118166;19162004;19289835;19406203;19521961;19531230;19549897;19561591;19572217;19692421;19702828;19779253;19846291;19852036;20022054;20102618;20124485;20173740;20173743;20177053;20362531;20362537;20473869;20502442;20519629;20624818;20676037;20676129;20930934;21060828;21123372;21225631;21288303;21368052;21385897;21464588;21503876;21531766;21562850;21569708;21572107;21619633;21622722;21684288;21697652;21720722;21753754;21810092;21857646;21917081;21931274;21957233;22020966;22024754;22122052;22122801;22131135;22133638;22138609;22253472;22282464;22286762;22310293;22407312;22416132;22420006;22489576;22489664;22564723;22585398;22664743;22692818;22723919;22727464;22761433;22773185;22805145;22811003;22825752;22836445;22840390;22849325;22906743;23000453;23001183;23019418;23029111;23045246;23072640;23129528;23135476;23156677;23185366;23291181;23300583;23301642;23360174;23364919;23372815;23374323;23383271;23408319;23508624;23509296;23525285;23530058;23541638;23547834;23617747;23627607;23684102;23688983;23707942;23722670;23755536;23785148;23798388;23798494;23985560;23999427;24002436;24007463;24009496;24019037;24026105;24028971;24035011;24043603;24109243;24122417;24123340;24141785;24143176;24145479;24145823;24168967;24170200;24195825;24280505;24312010;24327016;24332650;24336080;24338464;24346283;24356455;24373626;24390963;24436148;24517413;24603298;24603903;24641415;24675081;24677349;24691488;24722317;24727092;24738139;24751385;24794206;24842906;24870723;24906430;24927441;24966929;24969351;24980887;25007957;25017439;25024357;25043849;25056847;25070049;25108103;25149473;25156495;25220237;25230224;25261660;25274328;25286350;25344913;25374357;25375090;25395097;25406064;25428263;25487826;25552204;25560232;25592151;25592968;25595896;25596753;25631714;25664065;25688510;25696812;25772595;25855800;25869366;25891118;25917063;25940709;25963903;25964959;26007293;26047014;26089393;26091714;26104682;26107195;26125451;26150338;26152689;26174629;26178670;26206264;26222688;26248136;26315535;26359086;26380808;26459601;26547929;26593208;26770365;26800240;26840256;26898797;26971935;27036038;
MI0000468	hsa-mir-9-3	245	16718610;16831872;16957365;17002790;17260156;17379214;18442408;18583325;18624795;18667155;18686603;18768788;18973228;19008124;19074725;19118166;19162004;19289835;19406203;19521961;19531230;19549897;19561591;19572217;19692421;19702828;19779253;19846291;19852036;20102618;20124485;20173740;20173743;20177053;20362531;20362537;20473869;20502442;20519629;20624818;20676037;20676129;20930934;21060828;21123372;21225631;21288303;21368052;21385897;21464588;21503876;21531766;21562850;21569708;21572107;21619633;21622722;21684288;21697652;21720722;21753754;21810092;21857646;21917081;21931274;21957233;22020966;22024754;22122052;22122801;22131135;22133638;22138609;22253472;22282464;22286762;22310293;22416132;22420006;22489576;22489664;22564723;22585398;22664743;22692818;22723919;22727464;22761433;22773185;22805145;22811003;22825752;22836445;22840390;22849325;22906743;23000453;23001183;23019418;23029111;23045246;23072640;23129528;23135476;23156677;23185366;23291181;23300583;23301642;23360174;23364919;23372815;23374323;23383271;23408319;23508624;23509296;23525285;23530058;23541638;23547834;23617747;23627607;23684102;23688983;23707942;23722670;23755536;23785148;23798388;23798494;23985560;23999427;24002436;24007463;24009496;24019037;24026105;24028971;24035011;24043603;24109243;24122417;24123340;24141785;24143176;24145479;24145823;24168967;24170200;24195825;24280505;24312010;24327016;24336080;24338464;24346283;24356455;24373626;24390963;24436148;24517413;24603298;24603903;24641415;24675081;24677349;24691488;24722317;24727092;24738139;24751385;24794206;24842906;24870723;24906430;24927441;24966929;24969351;24980887;25007957;25017439;25024357;25043849;25056847;25070049;25108103;25149473;25156495;25220237;25230224;25261660;25274328;25286350;25344913;25374357;25375090;25395097;25406064;25428263;25487826;25552204;25560232;25592151;25592968;25595896;25596753;25631714;25664065;25688510;25696812;25772595;25855800;25869366;25891118;25917063;25940709;25963903;25964959;26007293;26047014;26089393;26091714;26104682;26107195;26125451;26150338;26152689;26174629;26178670;26206264;26222688;26248136;26315535;26359086;26380808;26459601;26547929;26593208;26770365;26800240;26840256;26898797;26971935;27036038;
MI0000469	hsa-mir-125a	146	16227573;17110380;17400653;18973228;19408243;19411564;19608752;19702827;19706812;19818772;19819280;19846888;19875930;19881956;19906911;19921579;19950226;20460378;20569443;20589685;20638171;20665731;20719190;20937217;21213367;21220473;21317190;21335415;21472213;21658607;21765920;21777146;21782796;21788734;21829477;21917534;21931172;22104216;22322911;22357933;22456625;22479588;22504525;22550173;22618509;22641646;22644326;22723983;22747700;22768249;23079745;23159731;23321005;23327190;23380617;23406982;23490419;23519125;23525486;23583196;23595744;23606749;23618359;23783428;23843939;23874885;24044511;24147037;24216483;24257509;24288122;24334759;24360988;24402874;24423651;24443580;24484870;24517143;24606691;24675842;24690917;24712372;24737570;24759737;24819167;24824183;24865963;24877885;24896104;24901105;24913817;24928089;24945821;24990808;25029370;25047098;25047833;25093848;25109760;25116893;25148686;25231560;25266720;25349971;25354783;25370896;25406362;25456297;25474406;25479352;25504437;25531695;25542152;25560389;25594017;25619197;25639977;25673044;25700689;25701119;25706130;25725290;25750274;25755772;25772251;25794568;25807437;25815788;25863684;25921829;25962054;25976472;25998575;26148871;26261492;26270249;26398444;26480000;26622553;26693202;26719710;26731991;26766902;26890217;26912204;27014994;
MI0000470	hsa-mir-125b-2	347	16103053;16151463;16227573;17110380;17563749;17674361;17891175;17906637;17911593;18056640;18387358;18419608;18523997;18649363;18674748;18756266;18853072;18936236;19047678;19293287;19396866;19406203;19414119;19437538;19471102;19570947;19635812;19738052;19818772;19821055;19825990;19890372;19897480;19906911;19921579;19948152;20153427;20194440;20347935;20351193;20460378;20467450;20484156;20485370;20544842;20549700;20658525;20660734;20699419;20729973;20736742;20827223;20827722;20886540;20890304;20935678;20978686;21035401;21037022;21081842;21118985;21118986;21166724;21174058;21212412;21242186;21308711;21347262;21373745;21375733;21399871;21412257;21444677;21460750;21556765;21562054;21611196;21626108;21703189;21706005;21713760;21738213;21765920;21785383;21806957;21823019;21829477;21862684;21879257;21880154;21887328;21903586;21913998;21935352;21945074;21967250;21969554;21970405;22003200;22006248;22024720;22048026;22071331;22093834;22099153;22138609;22139839;22164278;22213330;22252650;22277001;22293115;22302353;22307404;22331826;22335948;22357933;22360855;22366319;22376254;22391569;22415301;22456625;22460089;22469780;22504525;22512273;22523546;22527633;22550173;22630336;22664907;22689670;22693547;22711523;22723551;22763947;22782903;22797068;22806310;22824797;22843432;22846613;22854965;22892455;22898264;22942733;22944560;22983388;22990976;22991213;22999819;23052036;23079745;23091610;23099851;23116342;23128435;23146892;23160634;23251514;23255607;23305626;23321005;23322811;23383059;23406982;23416980;23425975;23437196;23503464;23503652;23515929;23519125;23527072;23527180;23550643;23556099;23583196;23585871;23591197;23606360;23618359;23645233;23667577;23717629;23718732;23742626;23747919;23759586;23800395;23801117;23835866;23857508;23879331;23915977;23928699;23940818;23977359;24036939;24046143;24071828;24098452;24118912;24137477;24151623;24158385;24165569;24169356;24176857;24197449;24263100;24306957;24339876;24341525;24352645;24356103;24369155;24386864;24396870;24402874;24434277;24443232;24447930;24479808;24503111;24517182;24521639;24604278;24604579;24627568;24635082;24637254;24643683;24688313;24690917;24746948;24753184;24762088;24774301;24778468;24805183;24811246;24817689;24819167;24846940;24865963;24878024;24901050;24915827;24976530;25001178;25004393;25006123;25014919;25024331;25047833;25050621;25155155;25173609;25175072;25218681;25251470;25255814;25312242;25316507;25323587;25364765;25388283;25403182;25405754;25416859;25424744;25452043;25456297;25468475;25524325;25533034;25539763;25571789;25573191;25589070;25597828;25605244;25620312;25633049;25653157;25668010;25728837;25738314;25772251;25789078;25791433;25815883;25826415;25831081;25858373;25889022;25893930;25894378;25915540;25944662;25953743;25955758;25968989;25987254;25990459;26035832;26056355;26057745;26059631;26078267;26081223;26083874;26138442;26175938;26203686;26248331;26261492;26335100;26354435;26365191;26370741;26388699;26421388;26432296;26435691;26454169;26480000;26544868;26559308;26573286;26585673;26596831;26686386;26687742;26693202;26704017;26722596;26729468;26731991;26744308;26770454;26807182;26962113;26968260;26981379;
MI0000471	hsa-mir-126	298	18185580;18193184;18227515;18373886;18474618;18521848;18555017;18602365;18647411;18663744;18694565;18694566;18773208;18832181;18834857;19116145;19120690;19126861;19223090;19375957;19493678;19767772;20034472;20083669;20097187;20148420;20418022;20423846;20431067;20595629;20619223;20619534;20621067;20671229;20680522;20682703;20701609;20844033;20931398;20953557;21046227;21084719;21086055;21148433;21157109;21163928;21195052;21249429;21264844;21269950;21304604;21423013;21439283;21464990;21483773;21532496;21538319;21553140;21563499;21668589;21682256;21702040;21713760;21722753;21789258;21829477;21856785;21952822;21963845;22012249;22033272;22064652;22086373;22170610;22178324;22232059;22335948;22370716;22371089;22374169;22384141;22397399;22419694;22455973;22507320;22510476;22525256;22534459;22572890;22574900;22576798;22630336;22688341;22719221;22740338;22813605;22836510;22867989;22874466;22884882;22900072;22972034;22972459;22997891;23029111;23070235;23071762;23136161;23139153;23142521;23144172;23145944;23150891;23217102;23285182;23301798;23320509;23324496;23378255;23386708;23391580;23396050;23396454;23437250;23438607;23449143;23458262;23553946;23559634;23595422;23603512;23615712;23729621;23729638;23744532;23811937;23838926;23877372;23893300;23900443;23922111;23968733;23981988;23981989;23996930;24013227;24014835;24033365;24037526;24055140;24058072;24096488;24107596;24136779;24143095;24153013;24189753;24213018;24237608;24257509;24260478;24270517;24274104;24288585;24312276;24350576;24360951;24368110;24377569;24379347;24384842;24428907;24444362;24455723;24457599;24477595;24516357;24517143;24531618;24532280;24559646;24562769;24595089;24598267;24603804;24649051;24656994;24707934;24714527;24771630;24789258;24794206;24823697;24848278;24869932;24870014;24875904;24898922;24912849;24927146;24928197;24937532;24958738;24969300;24973691;24975661;24977625;24994098;25015105;25017784;25027343;25028931;25065618;25076026;25093848;25110710;25124149;25133421;25133430;25140000;25205714;25213697;25240815;25245095;25255814;25277191;25300227;25315114;25318608;25324472;25327597;25341970;25345948;25350115;25428912;25462564;25473802;25510179;25512279;25512445;25521201;25545366;25551621;25572155;25584492;25585946;25592646;25607660;25612846;25616704;25639977;25679506;25691473;25697638;25701361;25710939;25759982;25780590;25823215;25844955;25907832;25958013;25974152;25986735;26003375;26054677;26055302;26062749;26064345;26065857;26114486;26162916;26191164;26194657;26221595;26261534;26274316;26319109;26331273;26333874;26361793;26381870;26454169;26504055;26512652;26659078;26694476;26754670;26799121;26800307;26821018;26826707;26832662;26893720;26943583;26962854;27003314;27031787;
